"URL","views","votes","answers"
"https://stackoverflow.com/questions?tab=newest&page=1","2","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","2","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","2","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","2","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","2","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","2","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","2","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","6","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=1","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","7","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=1","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","15","0",""
"https://stackoverflow.com/questions?tab=newest&page=1","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","2","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","13","0",""
"https://stackoverflow.com/questions?tab=newest&page=1","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","15","0","0"
"https://stackoverflow.com/questions?tab=newest&page=1","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","4","0",""
"https://stackoverflow.com/questions?tab=newest&page=2","4","-1",""
"https://stackoverflow.com/questions?tab=newest&page=2","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","17","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","2","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","14","0",""
"https://stackoverflow.com/questions?tab=newest&page=2","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","6","1","0"
"https://stackoverflow.com/questions?tab=newest&page=2","7","0",""
"https://stackoverflow.com/questions?tab=newest&page=2","7","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=2","12","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","16","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","8","0",""
"https://stackoverflow.com/questions?tab=newest&page=2","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","16","0",""
"https://stackoverflow.com/questions?tab=newest&page=2","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","13","0",""
"https://stackoverflow.com/questions?tab=newest&page=2","10","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","12","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","2","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","8","0",""
"https://stackoverflow.com/questions?tab=newest&page=2","6","1","0"
"https://stackoverflow.com/questions?tab=newest&page=2","7","0",""
"https://stackoverflow.com/questions?tab=newest&page=2","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","10","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","5","1","0"
"https://stackoverflow.com/questions?tab=newest&page=2","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","11","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=2","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=2","16","0",""
"https://stackoverflow.com/questions?tab=newest&page=3","9","0",""
"https://stackoverflow.com/questions?tab=newest&page=3","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","27","1",""
"https://stackoverflow.com/questions?tab=newest&page=3","6","1","0"
"https://stackoverflow.com/questions?tab=newest&page=3","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","8","0",""
"https://stackoverflow.com/questions?tab=newest&page=3","11","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","10","0",""
"https://stackoverflow.com/questions?tab=newest&page=3","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","16","1",""
"https://stackoverflow.com/questions?tab=newest&page=3","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","9","-2","0"
"https://stackoverflow.com/questions?tab=newest&page=3","12","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","22","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","10","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=3","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","10","-2","0"
"https://stackoverflow.com/questions?tab=newest&page=3","18","1","0"
"https://stackoverflow.com/questions?tab=newest&page=3","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","6","0",""
"https://stackoverflow.com/questions?tab=newest&page=3","12","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","17","0",""
"https://stackoverflow.com/questions?tab=newest&page=3","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","10","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","8","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=3","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","11","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","18","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","13","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=3","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=3","14","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=4","15","0",""
"https://stackoverflow.com/questions?tab=newest&page=4","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","6","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=4","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","14","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","21","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=4","27","0",""
"https://stackoverflow.com/questions?tab=newest&page=4","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","13","0",""
"https://stackoverflow.com/questions?tab=newest&page=4","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","18","-3",""
"https://stackoverflow.com/questions?tab=newest&page=4","13","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","11","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","10","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","12","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","15","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","19","1",""
"https://stackoverflow.com/questions?tab=newest&page=4","15","0",""
"https://stackoverflow.com/questions?tab=newest&page=4","13","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","11","-4","0"
"https://stackoverflow.com/questions?tab=newest&page=4","13","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","9","-2","0"
"https://stackoverflow.com/questions?tab=newest&page=4","14","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","15","0",""
"https://stackoverflow.com/questions?tab=newest&page=4","19","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","19","0",""
"https://stackoverflow.com/questions?tab=newest&page=4","14","0",""
"https://stackoverflow.com/questions?tab=newest&page=4","20","-1",""
"https://stackoverflow.com/questions?tab=newest&page=4","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","14","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","10","0",""
"https://stackoverflow.com/questions?tab=newest&page=4","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","5","-2","0"
"https://stackoverflow.com/questions?tab=newest&page=4","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","11","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","13","-3","0"
"https://stackoverflow.com/questions?tab=newest&page=4","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","16","0",""
"https://stackoverflow.com/questions?tab=newest&page=4","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=4","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","16","-2","0"
"https://stackoverflow.com/questions?tab=newest&page=5","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","28","-3","0"
"https://stackoverflow.com/questions?tab=newest&page=5","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","5","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=5","9","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=5","15","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","13","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","14","0",""
"https://stackoverflow.com/questions?tab=newest&page=5","10","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","8","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=5","16","0",""
"https://stackoverflow.com/questions?tab=newest&page=5","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","19","1","0"
"https://stackoverflow.com/questions?tab=newest&page=5","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","14","0",""
"https://stackoverflow.com/questions?tab=newest&page=5","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","14","-1",""
"https://stackoverflow.com/questions?tab=newest&page=5","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","17","0",""
"https://stackoverflow.com/questions?tab=newest&page=5","5","1","0"
"https://stackoverflow.com/questions?tab=newest&page=5","8","0",""
"https://stackoverflow.com/questions?tab=newest&page=5","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","35","-1",""
"https://stackoverflow.com/questions?tab=newest&page=5","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","30","1",""
"https://stackoverflow.com/questions?tab=newest&page=5","15","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","29","0",""
"https://stackoverflow.com/questions?tab=newest&page=5","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","31","0",""
"https://stackoverflow.com/questions?tab=newest&page=5","6","0",""
"https://stackoverflow.com/questions?tab=newest&page=5","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","21","0","0"
"https://stackoverflow.com/questions?tab=newest&page=5","19","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=5","29","-2","0"
"https://stackoverflow.com/questions?tab=newest&page=6","18","0",""
"https://stackoverflow.com/questions?tab=newest&page=6","9","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=6","10","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","11","-3","0"
"https://stackoverflow.com/questions?tab=newest&page=6","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","17","0",""
"https://stackoverflow.com/questions?tab=newest&page=6","10","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","10","-3","0"
"https://stackoverflow.com/questions?tab=newest&page=6","14","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","15","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=6","21","0",""
"https://stackoverflow.com/questions?tab=newest&page=6","9","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=6","10","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","14","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","10","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=6","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","12","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","16","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","22","-5","0"
"https://stackoverflow.com/questions?tab=newest&page=6","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","7","0",""
"https://stackoverflow.com/questions?tab=newest&page=6","11","-1",""
"https://stackoverflow.com/questions?tab=newest&page=6","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","3","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","14","0",""
"https://stackoverflow.com/questions?tab=newest&page=6","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","12","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=6","26","-3",""
"https://stackoverflow.com/questions?tab=newest&page=6","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","14","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=6","8","-3","0"
"https://stackoverflow.com/questions?tab=newest&page=6","12","-2","0"
"https://stackoverflow.com/questions?tab=newest&page=6","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","14","0",""
"https://stackoverflow.com/questions?tab=newest&page=6","21","1",""
"https://stackoverflow.com/questions?tab=newest&page=6","17","0",""
"https://stackoverflow.com/questions?tab=newest&page=6","28","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","13","0",""
"https://stackoverflow.com/questions?tab=newest&page=6","4","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","10","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=6","12","-2",""
"https://stackoverflow.com/questions?tab=newest&page=7","12","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","9","0",""
"https://stackoverflow.com/questions?tab=newest&page=7","12","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","13","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","29","0",""
"https://stackoverflow.com/questions?tab=newest&page=7","14","1",""
"https://stackoverflow.com/questions?tab=newest&page=7","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","11","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","10","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","12","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","11","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","16","0",""
"https://stackoverflow.com/questions?tab=newest&page=7","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","12","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","15","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","11","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","12","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","13","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","13","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","13","0",""
"https://stackoverflow.com/questions?tab=newest&page=7","12","1",""
"https://stackoverflow.com/questions?tab=newest&page=7","14","0",""
"https://stackoverflow.com/questions?tab=newest&page=7","7","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=7","9","0",""
"https://stackoverflow.com/questions?tab=newest&page=7","10","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","13","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","28","-2","0"
"https://stackoverflow.com/questions?tab=newest&page=7","21","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=7","8","-1","0"
"https://stackoverflow.com/questions?tab=newest&page=7","14","0",""
"https://stackoverflow.com/questions?tab=newest&page=7","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","6","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","13","0",""
"https://stackoverflow.com/questions?tab=newest&page=7","7","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","14","0",""
"https://stackoverflow.com/questions?tab=newest&page=7","10","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","9","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","17","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","8","0","0"
"https://stackoverflow.com/questions?tab=newest&page=7","7","0",""
"https://stackoverflow.com/questions?tab=newest&page=7","10","0","0"
"https://stackoverflow.com/questions?tab=newest&page=8","5","0","0"
"https://stackoverflow.com/questions?tab=newest&page=8","8","0","0"
